Episode #,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
237,21.0,0.0,0.0,0.0,0.0,264.0,100054.0,0.0,213.50399999999996,0.0,0.0,18139.889499425888,,,,,,,,,17.09828,1.1435481,19.816263,15.86478,,,,,177.71446,107.80205,640.53,28.938719,94.23215525154023,59.00006380020276,188.8155265401336,0.001,0.19391762,0.0,0.19391762,0.19391762,1.4216541331734699e-18,0.9999999999999999,5.1945501396204055,-6.8320828726100835,309.10864,45.568096,359.09787,-136.5861,17.125694,1.1176828,19.783482,15.914593,-0.025167653,0.026693605,0.03577438,-0.047872655,304.00010348766574,64.54140082625887,359.4787074056357,-2.475841196314555,0.51555395,0.0,0.51555395,0.51555395,1.1895958,2.8794334,165.01724,1.0000074e-08,1.0025055,0.11695709,1.2,0.8
238,21.0,0.0,0.0,496.0,1.0,496.0,100550.0,0.0,396.3109999999999,0.0,0.0,18181.123789310455,,,,,,,,,,,,,,,,,,,,,170.94971062788835,84.61513278242818,311.8317753038714,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,21.0,0.0,0.0,1019.0,2.0,523.0,101073.0,0.0,430.7000000000001,0.0,0.0,18217.08313059807,,,,,,,,,,,,,,,,,,,,,186.59315080916016,97.27140484577319,333.4452273541635,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,21.0,0.0,0.0,1522.0,3.0,503.0,101576.0,0.0,379.62499999999994,0.0,0.0,18251.82904291153,,,,,,,,,,,,,,,,,,,,,162.87451302558185,79.47918383014213,297.9971170651978,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,21.0,0.0,0.0,2070.0,4.0,548.0,102124.0,0.0,509.5,0.0,0.0,18289.308755636215,,,,,,,,,,,,,,,,,,,,,212.70939990975157,116.08608111294673,393.3285774268827,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,21.0,0.0,0.0,2445.0,5.0,375.0,102499.0,0.0,245.15600000000003,0.0,0.0,18315.366015672684,,,,,,,,,,,,,,,,,,,,,100.86639553979,56.79919595929268,207.53864031289172,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,21.0,0.0,0.0,2975.0,6.0,530.0,103029.0,0.0,386.4000000000001,0.0,0.0,18351.852779626846,,,,,,,,,,,,,,,,,,,,,176.01592054640682,87.32106858299377,293.40496707748207,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,21.0,0.0,0.0,3494.0,7.0,519.0,103548.0,0.0,435.5,0.0,0.0,18387.64822459221,,,,,,,,,,,,,,,,,,,,,181.6249840030764,96.75382060145577,341.578211513917,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,21.0,0.0,0.0,4011.0,8.0,517.0,104065.0,0.0,446.5,0.0,0.0,18423.51236987114,,,,,,,,,,,,,,,,,,,,,193.0197282353356,98.5119085797494,347.05585635869016,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,22.0,0.0,0.0,0.0,0.0,546.0,104611.0,0.0,442.40000000000055,0.0,0.0,19082.353823184967,,,,,,,,,15.197291,1.1797723,17.83783,13.901991,,,,,186.21503,119.747955,611.154,29.649065,187.32377161563113,99.09776807657121,340.46168238024563,1.0,0.20002441,0.0,0.20002441,0.20002441,3.1184671308321273e-18,1.0,5.47284029945354,-7.7181717331846675,318.98126,28.705687,371.1401,12.935041,15.224701,1.1550549,17.806295,13.95054,-0.025227886,0.025171645,0.034008827,-0.04655037,315.4652421502846,52.09896859999921,362.2946878939762,0.0009999999999976694,0.36759886,0.0,0.36759886,0.36759886,1.1980054,2.7885294,133.5039,1.0913625e-08,0.99915326,0.11039072,1.2,0.8
247,22.0,0.0,0.0,515.0,1.0,515.0,105126.0,0.0,448.0,0.0,0.0,19165.110896110535,,,,,,,,,,,,,,,,,,,,,193.50657320933598,100.30547724053058,348.69280760479677,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,22.0,0.0,0.0,557.0,2.0,42.0,105168.0,0.0,21.30600000000002,0.0,0.0,19168.30817770958,,,,,,,,,,,,,,,,,,,,,6.484009513611589,6.563569010901121,21.05472632675507,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,22.0,0.0,0.0,1054.0,3.0,497.0,105665.0,0.0,444.5,0.0,0.0,19203.170559883118,,,,,,,,,,,,,,,,,,,,,190.81877240454307,101.51373819545348,350.01308319813984,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,22.0,0.0,0.0,1542.0,4.0,488.0,106153.0,0.0,389.505,0.0,0.0,19236.756810188293,,,,,,,,,,,,,,,,,,,,,162.89891893857853,88.68818899666108,310.3206482061797,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,22.0,0.0,0.0,2066.0,5.0,524.0,106677.0,0.0,424.9000000000003,0.0,0.0,19272.783952713013,,,,,,,,,,,,,,,,,,,,,176.8808166937441,98.70049379931228,332.5469990515296,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,22.0,0.0,0.0,2571.0,6.0,505.0,107182.0,0.0,414.0,0.0,0.0,19307.29472565651,,,,,,,,,,,,,,,,,,,,,173.64064922296672,92.63246149190057,326.63811025265403,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,22.0,0.0,0.0,3100.0,7.0,529.0,107711.0,0.0,462.4,0.0,0.0,19343.852818965912,,,,,,,,,,,,,,,,,,,,,194.0061000082285,105.00379339127545,360.13090399964636,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,22.0,0.0,0.0,3628.0,8.0,528.0,108239.0,0.0,417.5,0.0,0.0,19380.189479589462,,,,,,,,,,,,,,,,,,,,,172.69214825866612,92.28505443641822,326.6451909103346,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,22.0,0.0,0.0,4142.0,9.0,514.0,108753.0,0.0,440.0,0.0,0.0,19415.387464761734,,,,,,,,,,,,,,,,,,,,,185.98101235472012,100.11135052786821,344.75051015983354,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,22.0,0.0,0.0,4458.0,10.0,316.0,109069.0,0.0,221.10299999999992,0.0,0.0,19437.294476032257,,,,,,,,,,,,,,,,,,,,,102.18068792288797,52.743839673038195,189.00290552188923,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,23.0,0.0,0.0,0.0,0.0,535.0,109604.0,0.0,419.20899999999983,0.0,0.0,19996.777339458466,,,,,,,,,15.366333,1.1468495,17.900326,14.053098,,,,,193.11676,112.69807,575.1547,28.808226,183.16776700284458,87.91738291587305,321.5357804339125,0.5,0.21721204,0.0,0.21721204,0.21721204,1.4230777804127783e-17,1.0,5.9212995351027535,-7.29775167115106,320.29764,35.928944,358.92838,24.663208,15.395958,1.1204331,17.858084,14.102524,-0.02720784,0.027637266,0.04491686,-0.04725369,316.05964437250793,58.774170863955604,356.32245870271237,0.0009999999999976694,0.36194864,0.0,0.36194864,0.36194864,1.2166336,11.252131,2439.6506,3.1763687e-08,1.0002475,0.11220382,1.2,0.8
258,23.0,0.0,0.0,383.0,1.0,383.0,109987.0,0.0,271.3100000000005,0.0,0.0,20032.899247407913,,,,,,,,,,,,,,,,,,,,,111.97031517910591,75.65228507952507,228.6540233097121,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,23.0,0.0,0.0,889.0,2.0,506.0,110493.0,0.0,433.3999999999998,0.0,0.0,20067.97385239601,,,,,,,,,,,,,,,,,,,,,188.3469437143362,94.28855211380838,338.4348813619075,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,23.0,0.0,0.0,1364.0,3.0,475.0,110968.0,0.0,330.8300000000004,0.0,0.0,20100.8201880455,,,,,,,,,,,,,,,,,,,,,138.61877281132752,74.34563743341869,265.2513342488686,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,23.0,0.0,0.0,1863.0,4.0,499.0,111467.0,0.0,423.0,0.0,0.0,20134.962273836136,,,,,,,,,,,,,,,,,,,,,180.01939353925246,96.03170290953473,333.50382645036314,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,23.0,0.0,0.0,2339.0,5.0,476.0,111943.0,0.0,396.3,0.0,0.0,20167.631230831146,,,,,,,,,,,,,,,,,,,,,176.8360599611427,91.991362901129,312.43847393242817,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,23.0,0.0,0.0,2834.0,6.0,495.0,112438.0,0.0,358.01699999999977,0.0,0.0,20201.466388463974,,,,,,,,,,,,,,,,,,,,,162.2576700987929,74.9715577259646,277.97743073182943,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,23.0,0.0,0.0,3308.0,7.0,474.0,112912.0,0.0,385.4000000000008,0.0,0.0,20234.35902261734,,,,,,,,,,,,,,,,,,,,,153.66139720180036,92.09647117511958,312.877375101448,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,23.0,0.0,0.0,3851.0,8.0,543.0,113455.0,0.0,479.8,0.0,0.0,20271.58776831627,,,,,,,,,,,,,,,,,,,,,200.47286133939392,106.88973652247351,371.31455084355247,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,23.0,0.0,0.0,4350.0,9.0,499.0,113954.0,0.0,411.2000000000004,0.0,0.0,20305.823894262314,,,,,,,,,,,,,,,,,,,,,178.45716956057097,88.62986001726432,322.4723447340091,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,24.0,0.0,0.0,0.0,0.0,500.0,114454.0,0.0,426.5,0.0,0.0,20891.55665063858,,,,,,,,,15.719905,1.2573426,18.76578,14.610757,,,,,205.8393,126.21215,605.34686,31.883133,190.590773581354,97.74280775735961,331.53614935868154,1.0,0.20892677,0.0,0.20892677,0.20892677,1.172029254862021e-17,1.0,5.868710805323885,-6.97979203688659,324.7863,22.165302,376.17795,25.342655,15.753273,1.229008,18.727507,14.665741,-0.03080308,0.029508932,0.041570857,-0.052891187,320.51390567927774,49.40560049457373,362.3789648269116,0.0010000000000047748,0.4137649,0.0,0.4137649,0.4137649,1.152964,2.33583,270.38937,1.0000017e-08,1.0001073,0.11568043,1.2,0.8
268,24.0,0.0,0.0,70.0,1.0,70.0,114524.0,0.0,22.005,0.0,0.0,20916.808408021927,,,,,,,,,,,,,,,,,,,,,9.720980021490275,5.286774143454884,21.345877275771457,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,24.0,0.0,0.0,598.0,2.0,528.0,115052.0,0.0,414.5,0.0,0.0,20953.190808296204,,,,,,,,,,,,,,,,,,,,,175.77042208665122,95.2903829418993,322.0152323706189,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,24.0,0.0,0.0,1094.0,3.0,496.0,115548.0,0.0,414.5,0.0,0.0,20987.310024023056,,,,,,,,,,,,,,,,,,,,,176.42249203849084,93.87733880802352,327.321765714623,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,24.0,0.0,0.0,1609.0,4.0,515.0,116063.0,0.0,428.5,0.0,0.0,21022.93942785263,,,,,,,,,,,,,,,,,,,,,181.83172225347775,97.59518049543243,335.1918548943533,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,24.0,0.0,0.0,2088.0,5.0,479.0,116542.0,0.0,382.61099999999993,0.0,0.0,21055.919350385666,,,,,,,,,,,,,,,,,,,,,156.87289133757656,84.33724372129235,307.776661711012,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,24.0,0.0,0.0,2450.0,6.0,362.0,116904.0,0.0,281.2090000000002,0.0,0.0,21080.933069229126,,,,,,,,,,,,,,,,,,,,,115.29377190890565,73.78300550585706,239.7123669359122,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,24.0,0.0,0.0,2549.0,7.0,99.0,117003.0,0.0,74.70499999999998,0.0,0.0,21088.016154050827,,,,,,,,,,,,,,,,,,,,,29.707669610337202,22.275541323476304,71.83577648506173,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,24.0,0.0,0.0,3065.0,8.0,516.0,117519.0,0.0,425.0,0.0,0.0,21123.611737966537,,,,,,,,,,,,,,,,,,,,,180.1676601287119,94.83297740001962,332.36585322681145,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,24.0,0.0,0.0,3567.0,9.0,502.0,118021.0,0.0,446.0,0.0,0.0,21158.245428800583,,,,,,,,,,,,,,,,,,,,,191.07297621153438,99.92826589805583,350.4317977395492,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,24.0,0.0,0.0,4043.0,10.0,476.0,118497.0,0.0,314.92100000000073,0.0,0.0,21191.129779338837,,,,,,,,,,,,,,,,,,,,,114.62419446421532,82.69438945403581,260.62050393897226,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,25.0,0.0,0.0,0.0,0.0,515.0,119012.0,0.0,365.7,0.0,0.0,21732.141103744507,,,,,,,,,17.320566,1.5774709,20.69469,15.454862,,,,,196.60614,116.80422,521.4668,30.108404,168.86506701077843,85.46963223088856,279.90419169362934,0.5,0.21681055,0.0,0.21681055,0.21681055,2.494226365107855e-17,1.0,6.389669834506893,-6.721713633125637,327.62793,38.559116,368.01102,20.665504,17.355103,1.546799,20.639488,15.511618,-0.03207581,0.03333877,0.05838785,-0.05458796,320.9083070262757,63.24114618297563,367.17800508903093,0.0010000000000012221,0.5182383,0.0,0.5182383,0.5182383,1.426865,15.171578,1233.9447,1.0107787e-08,0.99961936,0.117475614,1.2,0.8
279,25.0,0.0,0.0,526.0,1.0,526.0,119538.0,0.0,426.5,0.0,0.0,21774.758559703827,,,,,,,,,,,,,,,,,,,,,191.68964630368998,94.11546826903442,325.99724328754644,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,25.0,0.0,0.0,731.0,2.0,205.0,119743.0,0.0,159.109,0.0,0.0,21789.597624063492,,,,,,,,,,,,,,,,,,,,,73.89946011415812,45.80868349867385,144.10371439098873,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,25.0,0.0,0.0,1231.0,3.0,500.0,120243.0,0.0,394.5000000000001,0.0,0.0,21823.82502603531,,,,,,,,,,,,,,,,,,,,,164.72190818617946,92.84675223438273,312.4514974043147,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,25.0,0.0,0.0,1712.0,4.0,481.0,120724.0,0.0,403.4999999999999,0.0,0.0,21857.22088956833,,,,,,,,,,,,,,,,,,,,,170.72688922248574,92.54682314345423,321.7020683523366,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,25.0,0.0,0.0,2204.0,5.0,492.0,121216.0,0.0,408.80000000000064,0.0,0.0,21890.94996571541,,,,,,,,,,,,,,,,,,,,,161.1457993154662,99.46299900172124,329.8461128496401,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,25.0,0.0,0.0,2734.0,6.0,530.0,121746.0,0.0,426.00000000000057,0.0,0.0,21927.556253671646,,,,,,,,,,,,,,,,,,,,,172.8972707114466,95.77684029252518,334.69914566860166,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,25.0,0.0,0.0,3205.0,7.0,471.0,122217.0,0.0,387.1999999999999,0.0,0.0,21959.89403152466,,,,,,,,,,,,,,,,,,,,,163.08824027318778,88.08496725305353,310.69613496629455,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,25.0,0.0,0.0,3719.0,8.0,514.0,122731.0,0.0,444.0,0.0,0.0,21995.52977490425,,,,,,,,,,,,,,,,,,,,,187.09904796847806,100.82389815854805,348.179268612815,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,25.0,0.0,0.0,4241.0,9.0,522.0,123253.0,0.0,437.0,0.0,0.0,22031.523423194885,,,,,,,,,,,,,,,,,,,,,194.74399334227076,95.93061131108757,335.679314790125,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,26.0,0.0,0.0,0.0,0.0,511.0,123764.0,0.0,422.0,0.0,0.0,22615.625396490097,,,,,,,,,16.75765,0.98532045,18.717695,15.675492,,,,,199.74525,127.54222,669.19684,27.74349,177.50854331411836,91.86821603158344,331.6247591256112,1.0,0.1929595,0.0,0.1929595,0.1929595,-7.476249324075128e-18,1.0,7.426642346961514,-7.126803122016996,334.6241,27.986437,369.32947,-2.8444304,16.78874,0.9655499,18.691591,15.722293,-0.028914407,0.02194596,0.028646553,-0.0456965,329.9863751882719,54.857849413395314,367.0888260222924,0.0009999999999976694,0.3754338,0.0,0.3754338,0.3754338,1.3409114,11.807795,839.74316,1.098266e-08,1.0038642,0.10960938,1.2,0.8
289,26.0,0.0,0.0,488.0,1.0,488.0,124252.0,0.0,410.0,0.0,0.0,22665.64052081108,,,,,,,,,,,,,,,,,,,,,179.3722835733576,93.64377729207773,322.789114730932,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,26.0,0.0,0.0,545.0,2.0,57.0,124309.0,0.0,40.004,0.0,0.0,22669.869864702225,,,,,,,,,,,,,,,,,,,,,15.514306658981777,12.248628973543429,39.15884336380185,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,26.0,0.0,0.0,1044.0,3.0,499.0,124808.0,0.0,383.20000000000056,0.0,0.0,22704.055032730103,,,,,,,,,,,,,,,,,,,,,155.3824148526938,93.02886194281011,305.9701451336393,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,26.0,0.0,0.0,1511.0,4.0,467.0,125275.0,0.0,373.30300000000045,0.0,0.0,22736.33912420273,,,,,,,,,,,,,,,,,,,,,152.14918761451202,93.60209317857101,302.55188126528816,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,26.0,0.0,0.0,1950.0,5.0,439.0,125714.0,0.0,366.90299999999996,0.0,0.0,22766.415518283844,,,,,,,,,,,,,,,,,,,,,153.63160451530976,86.64310672244753,299.75848410188087,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,26.0,0.0,0.0,2377.0,6.0,427.0,126141.0,0.0,354.20500000000004,0.0,0.0,22795.686455488205,,,,,,,,,,,,,,,,,,,,,151.29323559322967,85.5594545291518,289.8926810827736,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,26.0,0.0,0.0,2882.0,7.0,505.0,126646.0,0.0,420.0,0.0,0.0,22830.291773319244,,,,,,,,,,,,,,,,,,,,,177.77242494862344,96.00515658867143,330.5554808818267,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,26.0,0.0,0.0,3209.0,8.0,327.0,126973.0,0.0,239.80700000000007,0.0,0.0,22852.852286338806,,,,,,,,,,,,,,,,,,,,,113.42628877897126,64.04810012398622,202.91952309236896,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,26.0,0.0,0.0,3504.0,9.0,295.0,127268.0,0.0,213.20499999999996,0.0,0.0,22873.467048168182,,,,,,,,,,,,,,,,,,,,,91.09358588678487,54.56479140857317,186.51891107447295,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,26.0,0.0,0.0,3998.0,10.0,494.0,127762.0,0.0,362.75,0.0,0.0,22907.3040163517,,,,,,,,,,,,,,,,,,,,,175.40855919873624,94.59455275311545,288.28406712206447,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,26.0,0.0,0.0,4484.0,11.0,486.0,128248.0,0.0,377.5000000000002,0.0,0.0,22940.723740577698,,,,,,,,,,,,,,,,,,,,,166.10575447794656,91.78093786429197,297.06967299671464,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,26.0,0.0,0.0,4954.0,12.0,470.0,128718.0,0.0,383.3000000000002,0.0,0.0,22972.848934412003,,,,,,,,,,,,,,,,,,,,,166.890024268828,90.73930145862352,305.1668554490997,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,27.0,0.0,0.0,504.0,1.0,504.0,129222.0,0.0,427.5,0.0,0.0,23574.157618522644,,,,,,,,,,,,,,,,,,,,,184.75919174378365,96.59548281159958,334.71608344457735,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,27.0,0.0,0.0,1003.0,2.0,499.0,129721.0,0.0,418.4,0.0,0.0,23608.499843597412,,,,,,,,,,,,,,,,,,,,,179.55517127163364,90.6547767575955,329.1311006360909,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,27.0,0.0,0.0,1498.0,3.0,495.0,130216.0,0.0,409.0,0.0,0.0,23642.602918863297,,,,,,,,,,,,,,,,,,,,,173.85097596078046,89.54728769338645,323.26703393334697,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,27.0,0.0,0.0,2020.0,4.0,522.0,130738.0,0.0,437.0,0.0,0.0,23678.328325271606,,,,,,,,,,,,,,,,,,,,,186.5841448201092,97.59781427165103,339.9430194233262,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,27.0,0.0,0.0,2511.0,5.0,491.0,131229.0,0.0,423.0,0.0,0.0,23712.195539474487,,,,,,,,,,,,,,,,,,,,,181.15840201981342,94.28439343358406,334.38561021849,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,27.0,0.0,0.0,2870.0,6.0,359.0,131588.0,0.0,299.80500000000006,0.0,0.0,23736.874977350235,,,,,,,,,,,,,,,,,,,,,128.5386368780182,78.47133636754195,253.91354290369532,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,27.0,0.0,0.0,3360.0,7.0,490.0,132078.0,0.0,395.0999999999999,0.0,0.0,23770.670345067978,,,,,,,,,,,,,,,,,,,,,173.46972491901474,88.58272258174308,310.4102450347178,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,27.0,0.0,0.0,3831.0,8.0,471.0,132549.0,0.0,356.60000000000036,0.0,0.0,23802.903688669205,,,,,,,,,,,,,,,,,,,,,153.46392108396805,85.85333557594808,284.6030962657169,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,27.0,0.0,0.0,4354.0,9.0,523.0,133072.0,0.0,470.0,0.0,0.0,23838.842553138733,,,,,,,,,,,,,,,,,,,,,193.71532135131744,107.71845474698826,369.05594287613684,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,27.0,0.0,0.0,4825.0,10.0,471.0,133543.0,0.0,384.0000000000001,0.0,0.0,23871.249188899994,,,,,,,,,,,,,,,,,,,,,161.84252219018506,90.31343809459575,308.0802523007234,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,28.0,0.0,0.0,511.0,1.0,511.0,134054.0,0.0,447.5,0.0,0.0,24456.794610977173,,,,,,,,,,,,,,,,,,,,,196.53333792467174,99.66442425223669,347.4188832036963,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,28.0,0.0,0.0,986.0,2.0,475.0,134529.0,0.0,416.0,0.0,0.0,24489.52264523506,,,,,,,,,,,,,,,,,,,,,179.3495943130458,90.95085806749123,331.14008278408727,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,28.0,0.0,0.0,1515.0,3.0,529.0,135058.0,0.0,421.0,0.0,0.0,24525.694855213165,,,,,,,,,,,,,,,,,,,,,178.54868350231553,95.0332955364549,326.87462104832315,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,28.0,0.0,0.0,1974.0,4.0,459.0,135517.0,0.0,367.0,0.0,0.0,24557.396550655365,,,,,,,,,,,,,,,,,,,,,161.38136893633379,84.0068935422971,293.21917082905185,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,28.0,0.0,0.0,2463.0,5.0,489.0,136006.0,0.0,382.1,0.0,0.0,24591.09285902977,,,,,,,,,,,,,,,,,,,,,160.94884035416632,91.40691642977241,303.6997167835963,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,28.0,0.0,0.0,2950.0,6.0,487.0,136493.0,0.0,392.5,0.0,0.0,24624.605360746384,,,,,,,,,,,,,,,,,,,,,171.9404219904295,88.71108590954448,309.07408857923997,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,28.0,0.0,0.0,3092.0,7.0,142.0,136635.0,0.0,109.30599999999995,0.0,0.0,24634.585107326508,,,,,,,,,,,,,,,,,,,,,45.662486698789195,32.45631331942042,102.92485174051248,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,28.0,0.0,0.0,3566.0,8.0,474.0,137109.0,0.0,409.5,0.0,0.0,24667.17784523964,,,,,,,,,,,,,,,,,,,,,173.40416159467364,92.17990288327306,327.63406146559,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,28.0,0.0,0.0,4082.0,9.0,516.0,137625.0,0.0,427.5,0.0,0.0,24702.41778230667,,,,,,,,,,,,,,,,,,,,,183.2720559361984,97.52700823455594,333.26488402094265,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,28.0,0.0,0.0,4591.0,10.0,509.0,138134.0,0.0,436.4000000000001,0.0,0.0,24737.49496102333,,,,,,,,,,,,,,,,,,,,,186.1291038949944,100.30797355843866,342.00228840585385,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
